Reporter	Year	HS code level	Base nomenclature	Product	Number of subheadings	Number of lines	Number of AVDuties	AVDuty average	AVDuty minimum	AVDuty maximum	Percent duty free	Number of non AVDuties	List of non AVDuties	Exchange rate	Import value	List of unit values	Description
"Maldives"	2002	6	"HS96"	240220	1	1	0	""	""	""	0	1	"[30 laari per stick]"	12.8	5013.71733828125	"[$ 0.022 per Number/each/head]"	"Cigarettes, containing tobacco"
"Mali"	2014	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Mali"	2013	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	494.04	""	""	"Cigarettes, containing tobacco"
"Mali"	2012	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	510.527	38034.1773572	"[$ 16.5 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Mali"	2011	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	471.866	43405.1093509598	"[$ 19.3 per Kilogram]"	"Cigarettes, containing tobacco"
"Mali"	2010	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	495.277	32756.2900383	"[$ 22.6 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Mauritania"	2011	6	"HS96"	240220	1	1	1	13	13	13	0	0	""	281.118	23319.934165	"[$ 9.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Mauritania"	2010	6	"HS96"	240220	1	1	1	13	13	13	0	0	""	275.894	19995.3739302	"[$ 8.2 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Mauritania"	2009	6	"HS96"	240220	1	1	1	13	13	13	0	0	""	262.366	22270.268932	"[$ 8.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Mauritania"	2008	6	"HS96"	240220	1	1	1	13	13	13	0	0	""	238.203	25991.352865	"[$ 8.9 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Mauritania"	2007	6	"HS96"	240220	1	1	1	13	13	13	0	0	""	258.587	38879.3173825	"[$ 7.8 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Mauritius"	2014	6	"HS12"	240220	1	1	1	0	0	0	100	0	""	""	""	""	"Cigarettes, containing tobacco"
"Mauritius"	2013	6	"HS12"	240220	1	1	1	0	0	0	100	0	""	30.701	""	""	"Cigarettes, containing tobacco"
"Mauritius"	2012	6	"HS12"	240220	1	1	1	0	0	0	100	0	""	30.05	58456.8754409318	"[$ 49.0 per Thousand]"	"Cigarettes, containing tobacco"
"Mauritius"	2011	6	"HS07"	240220	1	1	1	0	0	0	100	0	""	28.706	52375.2976729603	"[$ 44.2 per Thousand]"	"Cigarettes, containing tobacco"
"Mauritius"	2010	6	"HS07"	240220	1	1	1	0	0	0	100	0	""	30.784	47282.8695101351	"[$ 17.2 per Thousand]"	"Cigarettes, containing tobacco"
"Mexico"	2014	6	"HS12"	240220	1	1	1	67	67	67	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Mexico"	2013	6	"HS12"	240220	1	1	1	67	67	67	0	0	""	12.772	5657.219	"[$ 10.1 per Kilogram]"	"Cigarettes, containing tobacco"
"Mexico"	2012	6	"HS07"	240220	1	1	1	67	67	67	0	0	""	13.169	10224.031	"[$ 13.0 per Kilogram]"	"Cigarettes, containing tobacco"
"Mexico"	2011	6	"HS07"	240220	1	1	1	67	67	67	0	0	""	12.423	9325.027	"[$ 15.3 per Kilogram]"	"Cigarettes, containing tobacco"
"Mexico"	2010	6	"HS07"	240220	1	1	1	67	67	67	0	0	""	12.636	12652.554	""	"Cigarettes, containing tobacco"
"Moldova, Republic of"	2013	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[3 euro/1000 buc??i]"	12.587	65298.3	"[$ 14.6 per Thousand]"	"Cigarettes, containing tobacco"
"Moldova, Republic of"	2012	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[3 euro/1000 pieces]"	12.111	66834.9	"[$ 15.2 per Thousand]"	"Cigarettes, containing tobacco"
"Moldova, Republic of"	2011	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[3 euro/1000 pieces]"	11.739	73554.511	"[$ 13.5 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Moldova, Republic of"	2010	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[3 euro/1000 pieces]"	12.369	69665	"[$ 14.1 per Thousand]"	"Cigarettes, containing tobacco"
"Moldova, Republic of"	2009	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[3 euro/1000 pieces]"	11.11	76539	"[$ 15.8 per Thousand]"	"Cigarettes, containing tobacco"
"Mongolia"	2013	6	"HS12"	240220	1	3	3	5	5	5	0	0	""	1523.928	""	""	"Cigarettes, containing tobacco"
"Mongolia"	2011	6	"HS07"	240220	1	3	3	5	5	5	0	0	""	1265.516	""	""	"Cigarettes, containing tobacco"
"Mongolia"	2010	6	"HS07"	240220	1	1	1	5	5	5	0	0	""	1357.064	""	""	"Cigarettes, containing tobacco"
"Mongolia"	2009	6	"HS07"	240220	1	1	1	5	5	5	0	0	""	1437.8	""	""	"Cigarettes, containing tobacco"
"Mongolia"	2008	6	"HS07"	240220	1	1	1	5	5	5	0	0	""	1165.8	""	""	"Cigarettes, containing tobacco"
"Montenegro"	2012	6	"HS12"	240220	1	2	2	12.5	10	15	0	0	""	""	14039.9916452442	"[$ 12.5 per Kilogram]"	"Cigarettes, containing tobacco"
"Montenegro"	2011	6	"HS12"	240220	1	2	2	15	15	15	0	0	""	""	19971.6817544821	""	"Cigarettes, containing tobacco"
"Morocco"	2012	6	"HS02"	240220	1	1	1	25	25	25	0	0	""	8.628	13663.8768769	"[$ 21.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Morocco"	2011	6	"HS02"	240220	1	1	1	25	25	25	0	0	""	8.09	15179.1583772	"[$ 15.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Morocco"	2010	6	"HS02"	240220	1	1	1	25	25	25	0	0	""	8.417	30842.9782582868	"[$ 27.1 per Kilogram]"	"Cigarettes, containing tobacco"
"Morocco"	2009	6	"HS02"	240220	1	1	1	25	25	25	0	0	""	8.057	59307.5430060817	"[$ 26.7 per Kilogram]"	"Cigarettes, containing tobacco"
"Morocco"	2008	6	"HS02"	240220	1	1	1	25	25	25	0	0	""	7.75033	75809.4050188831	"[$ 24.3 per Kilogram]"	"Cigarettes, containing tobacco"
"Mozambique"	2012	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	28.373	3368.77	"[$ 7.9 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Mozambique"	2011	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	29.068	1700	"[$ 0.019 per Thousand]"	"Cigarettes, containing tobacco"
"Mozambique"	2010	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	33.96	1665.1643716	""	"Cigarettes, containing tobacco"
"Mozambique"	2009	6	"HS02"	240220	1	1	1	20	20	20	0	0	""	27.518	1185.7880611	""	"Cigarettes, containing tobacco"
"Mozambique"	2008	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	24.3006	2003.8761011	""	"Cigarettes, containing tobacco"
"Myanmar"	2013	6	"HS12"	240220	1	5	5	30	30	30	0	0	""	933.57	""	""	"Cigarettes, containing tobacco"
"Myanmar"	2012	6	"HS12"	240220	1	5	5	30	30	30	0	0	""	640.653	""	""	"Cigarettes, containing tobacco"
"Myanmar"	2011	6	"HS07"	240220	1	2	2	30	30	30	0	0	""	5.444	""	""	"Cigarettes, containing tobacco"
"Myanmar"	2010	6	"HS07"	240220	1	2	2	30	30	30	0	0	""	5.578	450.40048	"[$ 8.9 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Myanmar"	2008	6	"HS02"	240220	1	2	2	30	30	30	0	0	""	5.38751	""	""	"Cigarettes, containing tobacco"
"Namibia"	2014	6	"HS12"	240220	1	2	2	45	45	45	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Namibia"	2013	6	"HS12"	240220	1	2	2	45	45	45	0	0	""	9.655	43596.3264463	"[$ 0.557 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Namibia"	2012	6	"HS12"	240220	1	2	2	45	45	45	0	0	""	8.21	50363.4331815	"[$ 0.218 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Namibia"	2011	6	"HS07"	240220	1	2	2	45	45	45	0	0	""	7.261	""	""	"Cigarettes, containing tobacco"
"Namibia"	2010	6	"HS07"	240220	1	2	2	45	45	45	0	0	""	7.321	""	""	"Cigarettes, containing tobacco"
"Nepal"	2013	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[Per thousand sticks Rs. 3000]"	93.582	""	""	"Cigarettes, containing tobacco"
"Nepal"	2012	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[Per thousand sticks Rs. 2000]"	85.197	443.493	"[$ 0.015 per Number/each/head]"	"Cigarettes, containing tobacco"
"Nepal"	2011	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[Per thousand sticks Rs. 2000]"	74.02	576.141	"[$ 0.016 per Kilogram]"	"Cigarettes, containing tobacco"
"Nepal"	2010	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[per thousand stick Rs 1500]"	73.156	577.77543571868	""	"Cigarettes, containing tobacco"
"Nepal"	2009	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[Per thousand sticks Rs. 1000]"	77.545	545.592881552647	"[$ 8.5 per Kilogram]"	"Cigarettes, containing tobacco"
"Nicaragua"	2014	6	"HS12"	240220	1	1	1	15	15	15	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Nicaragua"	2013	6	"HS12"	240220	1	1	1	15	15	15	0	0	""	24.723	30902.03655	"[$ 11.7 per Kilogram]"	"Cigarettes, containing tobacco"
"Nicaragua"	2012	6	"HS12"	240220	1	1	1	15	15	15	0	0	""	23.547	28833.62148	"[$ 11.3 per Kilogram]"	"Cigarettes, containing tobacco"
"Nicaragua"	2011	6	"HS07"	240220	1	1	1	15	15	15	0	0	""	22.424	27996.36262	"[$ 11.6 per Kilogram]"	"Cigarettes, containing tobacco"
"Nicaragua"	2010	6	"HS07"	240220	1	1	1	15	15	15	0	0	""	21.356	23481.96398	"[$ 11.1 per Kilogram]"	"Cigarettes, containing tobacco"
"Niger"	2014	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Niger"	2013	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	494.04	51132.0657598	"[$ 10.5 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Niger"	2012	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	510.527	51021.7478846	"[$ 7.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Niger"	2011	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	471.866	46107.2142241	"[$ 10.6 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Niger"	2010	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	495.277	37851.4234054882	"[$ 9.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Nigeria"	2013	6	"HS07"	240220	1	1	1	35	35	35	0	0	""	157.312	""	""	"Cigarettes, containing tobacco"
"Nigeria"	2011	6	"HS07"	240220	1	1	1	35	35	35	0	0	""	154.74	23064.4751141	"[$ 5.0 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Nigeria"	2010	6	"HS07"	240220	1	1	1	35	35	35	0	0	""	150.298	13236.3678338	"[$ 2.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Nigeria"	2009	6	"HS07"	240220	1	1	1	35	35	35	0	0	""	148.902	6812.0283602	"[$ 3.2 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Nigeria"	2008	6	"HS02"	240220	1	1	1	50	50	50	0	0	""	118.546	12038.0956391	""	"Cigarettes, containing tobacco"
"Oman"	2013	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of: OR 10 per 1000 cigarettes]"	0.385	""	""	"Cigarettes, containing tobacco"
"Oman"	2012	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of OR 10 per 1000 cigarettes]"	0.385	""	""	"Cigarettes, containing tobacco"
"Oman"	2009	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100% or RO 10/each 1000 cigarette whichever is higher]"	0.385	82381.6103896104	"[$ 6.5 per Kilogram]"	"Cigarettes, containing tobacco"
"Oman"	2008	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100% or RO 10/each 1000 cigarette whichever is higher]"	0.3845	47915.0507152146	"[$ 15.5 per Kilogram]"	"Cigarettes, containing tobacco"
"Oman"	2007	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100% or RO 10/each 1000 cigarette whichever is higher]"	0.3845	45652.6059817945	"[$ 16.2 per Kilogram]"	"Cigarettes, containing tobacco"
"Pakistan"	2013	6	"HS12"	240220	1	1	1	30	30	30	0	0	""	101.629	2655.5837499	"[$ 22.0 per Thousand]"	"Cigarettes, containing tobacco"
"Pakistan"	2012	6	"HS12"	240220	1	1	1	30	30	30	0	0	""	93.395	1712.765441	""	"Cigarettes, containing tobacco"
"Pakistan"	2011	6	"HS07"	240220	1	1	1	35	35	35	0	0	""	86.343	602.9336684	""	"Cigarettes, containing tobacco"
"Pakistan"	2010	6	"HS07"	240220	1	1	1	35	35	35	0	0	""	85.194	298.0005099	"[$ 20.5 per Thousand]"	"Cigarettes, containing tobacco"
"Pakistan"	2009	6	"HS07"	240220	1	1	1	35	35	35	0	0	""	81.713	180.7666773	""	"Cigarettes, containing tobacco"
"Panama"	2014	6	"HS12"	240220	1	1	1	15	15	15	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Panama"	2013	6	"HS12"	240220	1	1	1	15	15	15	0	0	""	1	""	""	"Cigarettes, containing tobacco"
"Panama"	2012	6	"HS12"	240220	1	1	1	15	15	15	0	0	""	1	""	""	"Cigarettes, containing tobacco"
"Panama"	2011	6	"HS07"	240220	1	1	1	15	15	15	0	0	""	1	3957.647	"[$ 11.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Panama"	2010	6	"HS07"	240220	1	1	1	15	15	15	0	0	""	1	3709.119	"[$ 10.8 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Papua New Guinea"	2013	6	"HS12"	240220	1	4	0	""	""	""	0	4	"[K65 Per 1000] [K65 Per 1000] [K65 per 1000] [K65 per 1000]"	2.245	""	""	"Cigarettes, containing tobacco"
"Papua New Guinea"	2012	6	"HS12"	240220	1	4	0	""	""	""	0	4	"[K65 Per 1000] [K65 Per 1000] [K65 per 1000] [K65 per 1000]"	2.084	""	""	"Cigarettes, containing tobacco"
"Papua New Guinea"	2010	6	"HS07"	240220	1	4	0	""	""	""	0	4	"[K 65 Per 1000] [K 96.51 Per 1000] [K 77.34 Per 1000] [K 154.67 Per 1000]"	2.719	""	""	"Cigarettes, containing tobacco"
"Papua New Guinea"	2009	6	"HS07"	240220	1	4	0	""	""	""	0	4	"[K 65 Per 1000] [K 96.51 Per 1000] [K 77.34 Per 1000] [K 154.67 Per 1000]"	2.755	""	""	"Cigarettes, containing tobacco"
"Papua New Guinea"	2008	6	"HS07"	240220	1	4	0	""	""	""	0	4	"[K 65 Per 1000] [K 96.51 Per 1000] [K 77.34 Per 1000] [K 154.67 Per 1000]"	2.70009	""	""	"Cigarettes, containing tobacco"
"Paraguay"	2014	6	"HS12"	240220	1	1	1	20	20	20	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Paraguay"	2013	6	"HS12"	240220	1	1	1	20	20	20	0	0	""	4320.674	""	""	"Cigarettes, containing tobacco"
"Paraguay"	2012	6	"HS12"	240220	1	1	1	20	20	20	0	0	""	4424.918	""	""	"Cigarettes, containing tobacco"
"Paraguay"	2011	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	4191.416	35708.126	"[$ 8.1 per Kilogram gross weight]"	"Cigarettes, containing tobacco"
"Paraguay"	2010	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	4735.462	30052.458	"[$ 7.8 per Kilogram gross weight]"	"Cigarettes, containing tobacco"
"Peru"	2014	6	"HS12"	240220	1	2	2	6	6	6	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Peru"	2013	6	"HS12"	240220	1	2	2	6	6	6	0	0	""	2.702	""	""	"Cigarettes, containing tobacco"
"Peru"	2011	6	"HS07"	240220	1	2	2	6	6	6	0	0	""	2.754	25518.775384	"[$ 7.3 per Kilogram]"	"Cigarettes, containing tobacco"
"Peru"	2010	6	"HS07"	240220	1	2	2	9	9	9	0	0	""	2.825	27452.397502	"[$ 9.7 per Kilogram]"	"Cigarettes, containing tobacco"
"Peru"	2009	6	"HS02"	240220	1	2	2	9	9	9	0	0	""	3.012	27643.471493	"[$ 6.8 per Kilogram]"	"Cigarettes, containing tobacco"
"Philippines"	2014	6	"HS12"	240220	1	3	3	10	10	10	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Philippines"	2013	6	"HS12"	240220	1	3	3	10	10	10	0	0	""	42.446	""	""	"Cigarettes, containing tobacco"
"Philippines"	2012	6	"HS07"	240220	1	2	2	10	10	10	0	0	""	42.229	6147.102	"[$ 18.6 per Kilogram gross weight]"	"Cigarettes, containing tobacco"
"Philippines"	2011	6	"HS07"	240220	1	2	2	10	10	10	0	0	""	43.313	2109.816	"[$ 16.5 per Kilogram gross weight]"	"Cigarettes, containing tobacco"
"Philippines"	2010	6	"HS07"	240220	1	2	2	10	10	10	0	0	""	45.11	4261.915	"[$ 17.4 per Kilogram gross weight]"	"Cigarettes, containing tobacco"
"Poland"	2003	6	"HS02"	240220	1	2	0	""	""	""	0	2	"[173.0% Min 19.00 EUR/1000szt] [173.0% Min 19.00 EUR/1000szt]"	3.88908	133.825760497827	"[$ 5.5 per Kilogram]"	"Cigarettes, containing tobacco"
"Poland"	2002	6	"HS02"	240220	1	2	0	""	""	""	0	2	"[173.0% Min 19.00 EUR/1000szt] [173.0% Min 19.00 EUR/1000szt]"	4.08003	33.899987743596	"[$ 0.911 per Kilogram]"	"Cigarettes, containing tobacco"
"Poland"	2001	6	"HS96"	240220	1	2	0	""	""	""	0	2	"[173.0% Min 19.00 EUR/1000szt] [173.0% Min 19.00 EUR/1000szt]"	4.0939	77.1936295463983	"[$ 14.1 per Kilogram]"	"Cigarettes, containing tobacco"
"Poland"	2000	6	"HS96"	240220	1	2	0	""	""	""	0	2	"[173 Min 19 EUR/1000szt] [173 Min 19 EUR/1000szt]"	4.34607	1047.49309773606	"[$ 12.0 per Kilogram]"	"Cigarettes, containing tobacco"
"Qatar"	2013	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of: QR 100 per 1000 cigarettes]"	3.64	""	""	"Cigarettes, containing tobacco"
"Qatar"	2012	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[SR 100 per 1000 cigarettes]"	3.64	""	""	"Cigarettes, containing tobacco"
"Qatar"	2011	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of QR.100 for 1000 cigar]"	3.64	""	""	"Cigarettes, containing tobacco"
"Qatar"	2010	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of QR.100 for 1000 cigar]"	3.64	70075.6919532967	"[$ 18.2 per Kilogram]"	"Cigarettes, containing tobacco"
"Qatar"	2009	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of QR.100 for]"	3.64	""	""	"Cigarettes, containing tobacco"
"Russian Federation"	2012	6	"HS12"	240220	1	2	0	""	""	""	0	2	"[30%, but not less than 3 euro/1000 items] [30%, but not less than 3 euro/1000 items]"	30.84	""	""	"Cigarettes, containing tobacco"
"Russian Federation"	2011	6	"HS07"	240220	1	2	0	""	""	""	0	2	"[30, but not less than 3?? per 1000 pc] [30, but not less than 3?? per 1000 pc]"	29.382	""	""	"Cigarettes, containing tobacco"
"Russian Federation"	2010	6	"HS07"	240220	1	2	0	""	""	""	0	2	"[30, but not less than 3 euro per 1000 pc] [30, but not less than 3 euro per 1000 pc]"	30.368	""	""	"Cigarettes, containing tobacco"
"Russian Federation"	2001	6	"HS96"	240220	1	2	0	""	""	""	0	2	"[30 but not less than 3 euro per1000 st.] [30 but not less than 3 euro per1000 st.]"	29.1685	""	""	"Cigarettes, containing tobacco"
"Rwanda"	2014	6	"HS12"	240220	1	2	2	35	35	35	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Rwanda"	2013	6	"HS12"	240220	1	2	2	35	35	35	0	0	""	646.636	""	""	"Cigarettes, containing tobacco"
"Rwanda"	2012	6	"HS12"	240220	1	2	2	35	35	35	0	0	""	614.295	""	""	"Cigarettes, containing tobacco"
"Rwanda"	2011	6	"HS07"	240220	1	2	2	35	35	35	0	0	""	600.307	4128.9937043	"[$ 5.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Rwanda"	2010	6	"HS07"	240220	1	2	2	35	35	35	0	0	""	583.131	""	""	"Cigarettes, containing tobacco"
"Saint Kitts and Nevis"	2013	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[$18.00 per kg]"	2.7	""	""	"Cigarettes, containing tobacco"
"Saint Kitts and Nevis"	2012	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[$18.00 per kg]"	2.7	""	""	"Cigarettes, containing tobacco"
"Saint Kitts and Nevis"	2011	6	"HS02"	240220	1	1	0	""	""	""	0	1	"[$18 per kg]"	2.7	705.1660762	"[$ 30.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Saint Kitts and Nevis"	2010	6	"HS02"	240220	1	1	0	""	""	""	0	1	"[$18 per kg]"	2.7	560.3490693	"[$ 40.8 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Saint Kitts and Nevis"	2009	6	"HS96"	240220	1	1	0	""	""	""	0	1	"[18.00/kg]"	2.7	805.7897979	"[$ 33.3 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Saint Lucia"	2013	6	"HS07"	240220	1	1	1	45	45	45	0	0	""	2.7	""	""	"Cigarettes, containing tobacco"
"Saint Lucia"	2012	6	"HS07"	240220	1	1	1	45	45	45	0	0	""	2.7	""	""	"Cigarettes, containing tobacco"
"Saint Lucia"	2011	6	"HS02"	240220	1	1	1	45	45	45	0	0	""	2.7	""	""	"Cigarettes, containing tobacco"
"Saint Lucia"	2010	6	"HS02"	240220	1	1	1	45	45	45	0	0	""	2.7	""	""	"Cigarettes, containing tobacco"
"Saint Lucia"	2002	6	"HS96"	240220	1	1	1	45	45	45	0	0	""	2.7	2043.6738821	"[$ 18.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Saint Vincent and the Grenadines"	2013	6	"HS07"	240220	1	1	1	35	35	35	0	0	""	2.7	""	""	"Cigarettes, containing tobacco"
"Saint Vincent and the Grenadines"	2012	6	"HS07"	240220	1	1	1	35	35	35	0	0	""	2.7	3359.3129554	"[$ 41.2 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Saint Vincent and the Grenadines"	2011	6	"HS02"	240220	1	1	1	35	35	35	0	0	""	2.7	2640.0384859	"[$ 33.8 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Saint Vincent and the Grenadines"	2010	6	"HS02"	240220	1	1	1	35	35	35	0	0	""	2.7	2884.1897677	"[$ 28.2 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Saint Vincent and the Grenadines"	2007	6	"HS96"	240220	1	1	1	35	35	35	0	0	""	2.7	1067.9352283	"[$ 20.5 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Samoa"	2013	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[90% CIF plus $7 per kg or $80 per 1,000 sticks whichever is higher]"	2.311	""	""	"Cigarettes, containing tobacco"
"Samoa"	2012	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[90% CIF plus $7 per kg or $80 per 1,000 sticks whichever is higher]"	2.292	""	""	"Cigarettes, containing tobacco"
"Samoa"	2011	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[90% CIF plus SAT$7 per kg or SAT$80 per 1,000 sticks whichever is higher]"	2.317	15.0935801	"[$ 48.5 per Thousand]"	"Cigarettes, containing tobacco"
"Saudi Arabia, Kingdom of"	2013	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of: SR 100 per 1000 cigarettes]"	3.75	""	""	"Cigarettes, containing tobacco"
"Saudi Arabia, Kingdom of"	2012	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[100 % WITH MINIMUM LIMIT 100 RIYALFOR EACH1000 UNI]"	3.75	""	""	"Cigarettes, containing tobacco"
"Saudi Arabia, Kingdom of"	2011	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100 % with minimum limit 100 riyalfor each1000 unit]"	3.75	771197.066666667	"[$ 21537.6 per Tonne (1000 kg)]"	"Cigarettes, containing tobacco"
"Saudi Arabia, Kingdom of"	2009	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100% with a minimum charge of SR 100 per 1000 cigarettes]"	3.75	537097.066666667	"[$ 17525.8 per Tonne (1000 kg)]"	"Cigarettes, containing tobacco"
"Saudi Arabia, Kingdom of"	2008	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100% or SR100/each 1000 cigarette whichever is higher]"	3.75	532460.8	"[$ 18205.0 per Tonne (1000 kg)]"	"Cigarettes, containing tobacco"
"Senegal"	2014	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Senegal"	2013	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	494.04	""	""	"Cigarettes, containing tobacco"
"Senegal"	2012	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	510.527	2114.90422054074	"[$ 15.5 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Senegal"	2011	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	471.866	2139.5229614	"[$ 35.8 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Senegal"	2010	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	495.277	2113.3177224	"[$ 31.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Serbia"	2005	6	"HS02"	240220	1	2	2	15	15	15	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Sierra Leone"	2012	6	"HS07"	240220	1	3	3	20	20	20	0	0	""	4344.038	""	""	"Cigarettes, containing tobacco"
"Sierra Leone"	2011	6	"HS07"	240220	1	3	3	20	20	20	0	0	""	4349.162	""	""	"Cigarettes, containing tobacco"
"Sierra Leone"	2010	6	"HS07"	240220	1	3	3	20	20	20	0	0	""	3978.088	""	""	"Cigarettes, containing tobacco"
"Sierra Leone"	2006	6	"HS02"	240220	1	1	1	25	25	25	0	0	""	2961.91	""	""	"Cigarettes, containing tobacco"
"Sierra Leone"	2004	6	"HS02"	240220	1	1	1	25	25	25	0	0	""	2701.3	""	""	"Cigarettes, containing tobacco"
"Singapore"	2014	6	"HS12"	240220	1	3	3	0	0	0	100	0	""	""	""	""	"Cigarettes, containing tobacco"
"Singapore"	2013	6	"HS12"	240220	1	3	3	0	0	0	100	0	""	1.251	642951.775379696	"[$ 16.4 per Kilogram]"	"Cigarettes, containing tobacco"
"Singapore"	2012	6	"HS12"	240220	1	3	3	0	0	0	100	0	""	1.25	621886.348	"[$ 17.3 per Kilogram]"	"Cigarettes, containing tobacco"
"Singapore"	2011	6	"HS07"	240220	1	2	2	0	0	0	100	0	""	1.258	553126.930047695	"[$ 17.8 per Kilogram]"	"Cigarettes, containing tobacco"
"Singapore"	2010	6	"HS07"	240220	1	2	2	0	0	0	100	0	""	1.364	465478.521260997	"[$ 17.6 per Kilogram]"	"Cigarettes, containing tobacco"
